date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:26:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jun%202022%2005:56:55%20GMT	http://images.squarespace-cdn.com/content/v1/5ff6767ec271144bb2a523f2/1621800396664-DM8KWU1FJR7P3M7B17AE/citti_logo_2.jpg?format=1500w	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/images.squarespace-cdn.com/content/v1/5ff6767ec271144bb2a523f2/1621800396664-DM8KWU1FJR7P3M7B17AE/citti_logo_2.e26f7.delayed	(from https://www.cafecitti.com/)
11:26:55	62684/62684	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Jun%202022%2005:56:54%20GMT	https://www.cafecitti.com/cart	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/www.cafecitti.com/cart.html	(from https://www.cafecitti.com/)
11:26:59	84420/84420	---M-Z	200	added ('OK')	text/html	etag:W/%22e7d73a948252fbb289bc31c5f127ccb8--gzip%22	https://www.cafecitti.com/gallery	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/www.cafecitti.com/gallery.html	(from https://www.cafecitti.com/)
11:27:01	30143/30143	---M--	200	added ('OK')	image/jpeg	etag:CNvB+KTN4PACEAE=	https://images.squarespace-cdn.com/content/v1/5ff6767ec271144bb2a523f2/1621800396664-DM8KWU1FJR7P3M7B17AE/citti_logo_2.jpg?format=1500w	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/images.squarespace-cdn.com/content/v1/5ff6767ec271144bb2a523f2/1621800396664-DM8KWU1FJR7P3M7B17AE/citti_logo_226f7.jpg	(from https://www.cafecitti.com/)
11:27:02	180402/180402	---M-Z	200	added ('OK')	text/html	etag:W/%22974dfabdec479d79f87d33e53ffa7527--gzip%22	https://www.cafecitti.com/story	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/www.cafecitti.com/story.html	(from https://www.cafecitti.com/)
11:27:03	76481/76481	---M-Z	200	added ('OK')	text/html	etag:W/%22f481ae3556a72a3c28c2b7f2fc73e3c6--gzip%22	https://www.cafecitti.com/visit	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/www.cafecitti.com/visit.html	(from https://www.cafecitti.com/)
11:27:03	590588/590588	---M-Z	200	added ('OK')	text/javascript	etag:%22b7edff7334e9d853f9c0f441c3af9136%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-dae30d1b3ec6ab9fc7ef4-min.en-US.js	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/scripts-compressed/common-vendors-dae30d1b3ec6ab9fc7ef4-min.en-US.js	(from https://www.cafecitti.com/)
11:27:05	70917/70917	---M-Z	200	added ('OK')	text/html	etag:W/%22573d7b65992892fa7b0ef242728780b4--gzip%22	https://www.cafecitti.com/new-page	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/www.cafecitti.com/new-page.html	(from https://www.cafecitti.com/)
11:27:07	808714/808714	---M-Z	200	added ('OK')	text/javascript	etag:%22b6fd916da6b053ef28f40deeed73ef61%22	http://assets.squarespace.com/universal/scripts-compressed/common-4a6afb28cebe9defb7830-min.en-US.js	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/scripts-compressed/common-4a6afb28cebe9defb7830-min.en-US.js	(from https://www.cafecitti.com/)
11:27:07	0/0	---M--	302	error ('Found')	text/html	etag:W/%2220dd87e8ccbcbac76b95a6aeb5751f54%22	https://www.cafecitti.com/s/catering-menu-mg9p.pdf	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/www.cafecitti.com/s/catering-menu-mg9p.14.delayed	(from https://www.cafecitti.com/)
11:27:08	168841/168841	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2023%20Jun%202022%2005:57:08%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.2bcead3e45292dd2ca76335bceb625b4.js	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.2bcead3e45292dd2ca76335bceb625b4.js	(from https://www.cafecitti.com/)
11:27:09	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:09	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:10	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:10	2909/2909	---M--	200	added ('OK')	image/png	etag:W/%22abb79ea3ef3b937dc78df8221cc7e55c%22	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:10	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:10	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:10	3051/3051	---M--	200	added ('OK')	image/png	etag:W/%22953edf033c5eed90c43acd81dc0a183b%22	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:11	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:11	1042/1042	---M--	200	added ('OK')	image/png	etag:W/%221aa86877ee5560296905d582b0caa760%22	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:11	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:11	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:12	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:12	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:12	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:13	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:13	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:13	561/561	---M--	200	added ('OK')	image/png	etag:%226c71aa26eaf5c7a5a14d8239e2b3e6e1%22	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:13	1672/1672	---M--	200	added ('OK')	image/png	etag:%22dea2b235f4b37c5774a8cb47f3424529%22	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:13	2320/2320	---M--	200	added ('OK')	image/png	etag:%22a1463ff63d2b0a139f48be2db0641717%22	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:13	361/361	---M--	200	added ('OK')	image/png	etag:%22e6aa6f7aada61660fea95ee320a8064a%22	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:14	3034/3034	---M--	200	added ('OK')	image/png	etag:%22a719c027f9edaea23e767d669b3e098f%22	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:14	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:14	176/176	---M--	200	added ('OK')	image/png	etag:W/%22334a6b7b552819c6af258deda6d25dea%22	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:14	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1237/site.css)
11:27:45	590875/590875	---M-Z	200	added ('OK')	text/javascript	etag:%2243c65f3a9232065e8bdd52112508eb9a%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-0441876b4087ba9680e93-min.en-US.js	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/scripts-compressed/common-vendors-0441876b4087ba9680e93-min.en-US.js	(from https://www.cafecitti.com/story)
11:27:49	918816/918816	---M-Z	200	added ('OK')	text/css	date:Thu,%2023%20Jun%202022%2005:57:45%20GMT	https://static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1236/site.css	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/static1.squarespace.com/static/versioned-site-css/5ff6767ec271144bb2a523f2/25/5c5a519771c10ba3470d8101/5ff6767ec271144bb2a5240b/1236/site.css	(from https://www.cafecitti.com/story)
11:27:56	813365/813365	---M-Z	200	added ('OK')	text/javascript	etag:%22c35414399ebb7c3051d9108b6548e538%22	http://assets.squarespace.com/universal/scripts-compressed/common-d3706a7e08bf69eaac18d-min.en-US.js	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/scripts-compressed/common-d3706a7e08bf69eaac18d-min.en-US.js	(from https://www.cafecitti.com/cart)
11:27:58	808682/808682	---M-Z	200	added ('OK')	text/javascript	etag:W/%22ef7691bdb9339d3d58623d7c2107a74b%22	http://assets.squarespace.com/universal/scripts-compressed/common-495da9fffdccb42e66888-min.en-US.js	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/scripts-compressed/common-495da9fffdccb42e66888-min.en-US.js	(from https://www.cafecitti.com/story)
11:28:17	590706/590706	---M-Z	200	added ('OK')	text/javascript	etag:%22c7bc680531617b5a04e32cea73c5ef36%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-2ea6320d05d5cb99d0df5-min.en-US.js	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/scripts-compressed/common-vendors-2ea6320d05d5cb99d0df5-min.en-US.js	(from https://www.cafecitti.com/visit)
11:28:35	808635/808635	---M-Z	200	added ('OK')	text/javascript	etag:%221fcddb1ce8d08dc78aff1c887019f3be%22	http://assets.squarespace.com/universal/scripts-compressed/common-a4b4e688a98def25842d8-min.en-US.js	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/scripts-compressed/common-a4b4e688a98def25842d8-min.en-US.js	(from https://www.cafecitti.com/visit)
11:28:46	590757/590757	---M-Z	200	added ('OK')	text/javascript	etag:%22fd946b60644802fe97476840c9b471f2%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-b794cd15ab27ab5aabc07-min.en-US.js	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/scripts-compressed/common-vendors-b794cd15ab27ab5aabc07-min.en-US.js	(from https://www.cafecitti.com/new-page)
11:29:10	442925/442925	---M--	200	added ('OK')	image/jpeg	etag:CIzky6/btfACEAE=	https://images.squarespace-cdn.com/content/v1/5ff6767ec271144bb2a523f2/1620326707961-65H55R9FER32RD9EYSN3/IMG_0014.JPG	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/images.squarespace-cdn.com/content/v1/5ff6767ec271144bb2a523f2/1620326707961-65H55R9FER32RD9EYSN3/IMG_0014.jpg	(from https://www.cafecitti.com/visit)
11:29:13	808870/808870	---M-Z	200	added ('OK')	text/javascript	etag:W/%221c66e9b04e87326ec019b49407ad8f9b%22	http://assets.squarespace.com/universal/scripts-compressed/common-a9e56399661f24e8c2918-min.en-US.js	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/scripts-compressed/common-a9e56399661f24e8c2918-min.en-US.js	(from https://www.cafecitti.com/new-page)
11:29:28	3118009/3118009	---M-Z	200	added ('OK')	text/javascript	etag:%2229c2b9eb5792112c4f64d3d8b1a13835%22	http://assets.squarespace.com/universal/scripts-compressed/commerce-checkout-770447828d52791d31b7a-min.en-US.js	C:/Users/91829/OneDrive/Desktop/panding%20post/cafecitti/assets.squarespace.com/universal/scripts-compressed/commerce-checkout-770447828d52791d31b7a-min.en-US.js	(from https://www.cafecitti.com/cart)
